prev_rc,prev_rcdesc,new_rc,new_rcdesc,year,count
13,Canterbury Region,05,Gisborne Region,2011,285
13,Canterbury Region,05,Gisborne Region,2012,237
13,Canterbury Region,05,Gisborne Region,2013,243
13,Canterbury Region,05,Gisborne Region,2014,270
13,Canterbury Region,05,Gisborne Region,2015,300
13,Canterbury Region,05,Gisborne Region,2016,288
13,Canterbury Region,05,Gisborne Region,2017,276
13,Canterbury Region,06,Hawke's Bay Region,2007,576
13,Canterbury Region,06,Hawke's Bay Region,2008,813
13,Canterbury Region,06,Hawke's Bay Region,2009,882
13,Canterbury Region,06,Hawke's Bay Region,2010,807
13,Canterbury Region,06,Hawke's Bay Region,2011,918
13,Canterbury Region,06,Hawke's Bay Region,2012,852
13,Canterbury Region,06,Hawke's Bay Region,2013,882
13,Canterbury Region,06,Hawke's Bay Region,2014,930
13,Canterbury Region,06,Hawke's Bay Region,2015,1098
13,Canterbury Region,06,Hawke's Bay Region,2016,1149
13,Canterbury Region,06,Hawke's Bay Region,2017,1074
13,Canterbury Region,07,Taranaki Region,2007,360
13,Canterbury Region,07,Taranaki Region,2008,507
13,Canterbury Region,07,Taranaki Region,2009,540
13,Canterbury Region,07,Taranaki Region,2010,519
13,Canterbury Region,07,Taranaki Region,2011,600
13,Canterbury Region,07,Taranaki Region,2012,654
13,Canterbury Region,07,Taranaki Region,2013,561
13,Canterbury Region,07,Taranaki Region,2014,606
13,Canterbury Region,07,Taranaki Region,2015,705
13,Canterbury Region,07,Taranaki Region,2016,633
13,Canterbury Region,07,Taranaki Region,2017,630
13,Canterbury Region,08,Manawatu-Wanganui Region,2007,1002
13,Canterbury Region,08,Manawatu-Wanganui Region,2008,1191
13,Canterbury Region,08,Manawatu-Wanganui Region,2009,1410
13,Canterbury Region,08,Manawatu-Wanganui Region,2010,1302
13,Canterbury Region,08,Manawatu-Wanganui Region,2011,1659
13,Canterbury Region,08,Manawatu-Wanganui Region,2012,1554
13,Canterbury Region,08,Manawatu-Wanganui Region,2013,1383
13,Canterbury Region,08,Manawatu-Wanganui Region,2014,1494
13,Canterbury Region,08,Manawatu-Wanganui Region,2015,1689
13,Canterbury Region,08,Manawatu-Wanganui Region,2016,1647
13,Canterbury Region,08,Manawatu-Wanganui Region,2017,1653
13,Canterbury Region,09,Wellington Region,2007,3078
13,Canterbury Region,09,Wellington Region,2008,3648
13,Canterbury Region,09,Wellington Region,2009,3696
13,Canterbury Region,09,Wellington Region,2010,3564
13,Canterbury Region,09,Wellington Region,2011,4365
13,Canterbury Region,09,Wellington Region,2012,4206
13,Canterbury Region,09,Wellington Region,2013,3978
13,Canterbury Region,09,Wellington Region,2014,4071
13,Canterbury Region,09,Wellington Region,2015,4308
13,Canterbury Region,09,Wellington Region,2016,4620
13,Canterbury Region,09,Wellington Region,2017,4611
13,Canterbury Region,12,West Coast Region,2007,1239
13,Canterbury Region,12,West Coast Region,2008,1539
13,Canterbury Region,12,West Coast Region,2009,1689
13,Canterbury Region,12,West Coast Region,2010,1656
13,Canterbury Region,12,West Coast Region,2011,1884
13,Canterbury Region,12,West Coast Region,2012,1827
13,Canterbury Region,12,West Coast Region,2013,1503
13,Canterbury Region,12,West Coast Region,2014,1629
13,Canterbury Region,12,West Coast Region,2015,1767
13,Canterbury Region,12,West Coast Region,2016,1635
13,Canterbury Region,12,West Coast Region,2017,1602
13,Canterbury Region,14,Otago Region,2007,4401
13,Canterbury Region,14,Otago Region,2008,5163
13,Canterbury Region,14,Otago Region,2009,5448
13,Canterbury Region,14,Otago Region,2010,5319
13,Canterbury Region,14,Otago Region,2011,6864
13,Canterbury Region,14,Otago Region,2012,6783
13,Canterbury Region,14,Otago Region,2013,6510
13,Canterbury Region,14,Otago Region,2014,7287
13,Canterbury Region,14,Otago Region,2015,7374
13,Canterbury Region,14,Otago Region,2016,7272
13,Canterbury Region,14,Otago Region,2017,6852
13,Canterbury Region,15,Southland Region,2007,1404
13,Canterbury Region,15,Southland Region,2008,1773
13,Canterbury Region,15,Southland Region,2009,2007
13,Canterbury Region,15,Southland Region,2010,2016
13,Canterbury Region,15,Southland Region,2011,2457
13,Canterbury Region,15,Southland Region,2012,2100
13,Canterbury Region,15,Southland Region,2013,1881
13,Canterbury Region,15,Southland Region,2014,2007
13,Canterbury Region,15,Southland Region,2015,2151
13,Canterbury Region,15,Southland Region,2016,2064
13,Canterbury Region,15,Southland Region,2017,1932
13,Canterbury Region,16,Tasman Region,2007,819
13,Canterbury Region,16,Tasman Region,2008,1071
13,Canterbury Region,16,Tasman Region,2009,1224
13,Canterbury Region,16,Tasman Region,2010,1209
13,Canterbury Region,16,Tasman Region,2011,1527
13,Canterbury Region,16,Tasman Region,2012,1494
13,Canterbury Region,16,Tasman Region,2013,1356
13,Canterbury Region,16,Tasman Region,2014,1416
13,Canterbury Region,16,Tasman Region,2015,1497
13,Canterbury Region,16,Tasman Region,2016,1566
13,Canterbury Region,16,Tasman Region,2017,1413
13,Canterbury Region,17,Nelson Region,2007,993
13,Canterbury Region,17,Nelson Region,2008,1365
13,Canterbury Region,17,Nelson Region,2009,1431
13,Canterbury Region,17,Nelson Region,2010,1272
13,Canterbury Region,17,Nelson Region,2011,1695
13,Canterbury Region,17,Nelson Region,2012,1734
13,Canterbury Region,17,Nelson Region,2013,1428
13,Canterbury Region,17,Nelson Region,2014,1473
13,Canterbury Region,17,Nelson Region,2015,1581
13,Canterbury Region,17,Nelson Region,2016,1512
13,Canterbury Region,17,Nelson Region,2017,1233
13,Canterbury Region,18,Marlborough Region,2007,1338
13,Canterbury Region,18,Marlborough Region,2008,1530
13,Canterbury Region,18,Marlborough Region,2009,1512
13,Canterbury Region,18,Marlborough Region,2010,1461
13,Canterbury Region,18,Marlborough Region,2011,1842
13,Canterbury Region,18,Marlborough Region,2012,1983
13,Canterbury Region,18,Marlborough Region,2013,1707
13,Canterbury Region,18,Marlborough Region,2014,1647
13,Canterbury Region,18,Marlborough Region,2015,1737
13,Canterbury Region,18,Marlborough Region,2016,1551
13,Canterbury Region,18,Marlborough Region,2017,1539
14,Otago Region,01,Northland Region,2007,285
14,Otago Region,01,Northland Region,2008,441
14,Otago Region,01,Northland Region,2009,390
14,Otago Region,01,Northland Region,2010,432
14,Otago Region,01,Northland Region,2011,441
14,Otago Region,01,Northland Region,2012,393
14,Otago Region,01,Northland Region,2013,432
14,Otago Region,01,Northland Region,2014,510
14,Otago Region,01,Northland Region,2015,498
14,Otago Region,01,Northland Region,2016,528
14,Otago Region,01,Northland Region,2017,549
14,Otago Region,02,Auckland Region,2007,2526
14,Otago Region,02,Auckland Region,2008,3498
14,Otago Region,02,Auckland Region,2009,3699
14,Otago Region,02,Auckland Region,2010,3546
14,Otago Region,02,Auckland Region,2011,3444
14,Otago Region,02,Auckland Region,2012,3735
14,Otago Region,02,Auckland Region,2013,3960
14,Otago Region,02,Auckland Region,2014,4275
14,Otago Region,02,Auckland Region,2015,4932
14,Otago Region,02,Auckland Region,2016,4743
14,Otago Region,02,Auckland Region,2017,4557
14,Otago Region,03,Waikato Region,2007,783
14,Otago Region,03,Waikato Region,2008,963
14,Otago Region,03,Waikato Region,2009,993
14,Otago Region,03,Waikato Region,2010,990
14,Otago Region,03,Waikato Region,2011,978
14,Otago Region,03,Waikato Region,2012,1032
14,Otago Region,03,Waikato Region,2013,993
14,Otago Region,03,Waikato Region,2014,1140
14,Otago Region,03,Waikato Region,2015,1341
14,Otago Region,03,Waikato Region,2016,1269
14,Otago Region,03,Waikato Region,2017,1221
14,Otago Region,04,Bay of Plenty Region,2007,573
14,Otago Region,04,Bay of Plenty Region,2008,771
14,Otago Region,04,Bay of Plenty Region,2009,831
14,Otago Region,04,Bay of Plenty Region,2010,915
14,Otago Region,04,Bay of Plenty Region,2011,864
14,Otago Region,04,Bay of Plenty Region,2012,858
14,Otago Region,04,Bay of Plenty Region,2013,891
14,Otago Region,04,Bay of Plenty Region,2014,882
14,Otago Region,04,Bay of Plenty Region,2015,1041
14,Otago Region,04,Bay of Plenty Region,2016,1056
14,Otago Region,04,Bay of Plenty Region,2017,1038
14,Otago Region,05,Gisborne Region,2007,111
14,Otago Region,05,Gisborne Region,2008,147
14,Otago Region,05,Gisborne Region,2009,162
14,Otago Region,05,Gisborne Region,2010,153
14,Otago Region,05,Gisborne Region,2011,162
14,Otago Region,05,Gisborne Region,2012,147
14,Otago Region,05,Gisborne Region,2013,174
14,Otago Region,05,Gisborne Region,2014,150
14,Otago Region,05,Gisborne Region,2015,177
14,Otago Region,05,Gisborne Region,2016,144
14,Otago Region,05,Gisborne Region,2017,162
14,Otago Region,06,Hawke's Bay Region,2007,342
14,Otago Region,06,Hawke's Bay Region,2008,477
14,Otago Region,06,Hawke's Bay Region,2009,504
14,Otago Region,06,Hawke's Bay Region,2010,480
14,Otago Region,06,Hawke's Bay Region,2011,471
14,Otago Region,06,Hawke's Bay Region,2012,456
14,Otago Region,06,Hawke's Bay Region,2013,486
14,Otago Region,06,Hawke's Bay Region,2014,519
14,Otago Region,06,Hawke's Bay Region,2015,588
14,Otago Region,06,Hawke's Bay Region,2016,603
14,Otago Region,06,Hawke's Bay Region,2017,648
14,Otago Region,07,Taranaki Region,2007,270
14,Otago Region,07,Taranaki Region,2008,339
14,Otago Region,07,Taranaki Region,2009,324
14,Otago Region,07,Taranaki Region,2010,330
14,Otago Region,07,Taranaki Region,2011,312
14,Otago Region,07,Taranaki Region,2012,306
14,Otago Region,07,Taranaki Region,2013,306
14,Otago Region,07,Taranaki Region,2014,336
14,Otago Region,07,Taranaki Region,2015,354
14,Otago Region,07,Taranaki Region,2016,357
14,Otago Region,07,Taranaki Region,2017,339
14,Otago Region,08,Manawatu-Wanganui Region,2007,453
14,Otago Region,08,Manawatu-Wanganui Region,2008,585
14,Otago Region,08,Manawatu-Wanganui Region,2009,681
14,Otago Region,08,Manawatu-Wanganui Region,2010,642
14,Otago Region,08,Manawatu-Wanganui Region,2011,657
14,Otago Region,08,Manawatu-Wanganui Region,2012,621
14,Otago Region,08,Manawatu-Wanganui Region,2013,642
14,Otago Region,08,Manawatu-Wanganui Region,2014,717
14,Otago Region,08,Manawatu-Wanganui Region,2015,780
14,Otago Region,08,Manawatu-Wanganui Region,2016,765
14,Otago Region,08,Manawatu-Wanganui Region,2017,714
14,Otago Region,09,Wellington Region,2007,1995
14,Otago Region,09,Wellington Region,2008,2499
14,Otago Region,09,Wellington Region,2009,2307
14,Otago Region,09,Wellington Region,2010,2361
14,Otago Region,09,Wellington Region,2011,2322
14,Otago Region,09,Wellington Region,2012,2328
14,Otago Region,09,Wellington Region,2013,2385
14,Otago Region,09,Wellington Region,2014,2601
14,Otago Region,09,Wellington Region,2015,2751
14,Otago Region,09,Wellington Region,2016,2757
14,Otago Region,09,Wellington Region,2017,2856
14,Otago Region,12,West Coast Region,2007,216
14,Otago Region,12,West Coast Region,2008,279
14,Otago Region,12,West Coast Region,2009,261
14,Otago Region,12,West Coast Region,2010,282
14,Otago Region,12,West Coast Region,2011,303
14,Otago Region,12,West Coast Region,2012,345
14,Otago Region,12,West Coast Region,2013,309
14,Otago Region,12,West Coast Region,2014,297
14,Otago Region,12,West Coast Region,2015,294
14,Otago Region,12,West Coast Region,2016,312
14,Otago Region,12,West Coast Region,2017,327
14,Otago Region,13,Canterbury Region,2007,4773
14,Otago Region,13,Canterbury Region,2008,5784
14,Otago Region,13,Canterbury Region,2009,5817
14,Otago Region,13,Canterbury Region,2010,5706
14,Otago Region,13,Canterbury Region,2011,5799
14,Otago Region,13,Canterbury Region,2012,6471
14,Otago Region,13,Canterbury Region,2013,6423
14,Otago Region,13,Canterbury Region,2014,6885
14,Otago Region,13,Canterbury Region,2015,7350
14,Otago Region,13,Canterbury Region,2016,7080
14,Otago Region,13,Canterbury Region,2017,6867
14,Otago Region,15,Southland Region,2007,2226
14,Otago Region,15,Southland Region,2008,2811
14,Otago Region,15,Southland Region,2009,2940
14,Otago Region,15,Southland Region,2010,2937
14,Otago Region,15,Southland Region,2011,2823
14,Otago Region,15,Southland Region,2012,2853
14,Otago Region,15,Southland Region,2013,2754
14,Otago Region,15,Southland Region,2014,2925
14,Otago Region,15,Southland Region,2015,3156
14,Otago Region,15,Southland Region,2016,2904
14,Otago Region,15,Southland Region,2017,2856
14,Otago Region,16,Tasman Region,2007,297
14,Otago Region,16,Tasman Region,2008,366
14,Otago Region,16,Tasman Region,2009,381
14,Otago Region,16,Tasman Region,2010,384
14,Otago Region,16,Tasman Region,2011,342
14,Otago Region,16,Tasman Region,2012,402
14,Otago Region,16,Tasman Region,2013,387
14,Otago Region,16,Tasman Region,2014,492
14,Otago Region,16,Tasman Region,2015,495
14,Otago Region,16,Tasman Region,2016,459
14,Otago Region,16,Tasman Region,2017,513
14,Otago Region,17,Nelson Region,2007,474
14,Otago Region,17,Nelson Region,2008,522
14,Otago Region,17,Nelson Region,2009,525
14,Otago Region,17,Nelson Region,2010,471
14,Otago Region,17,Nelson Region,2011,441
14,Otago Region,17,Nelson Region,2012,444
14,Otago Region,17,Nelson Region,2013,432
14,Otago Region,17,Nelson Region,2014,456
14,Otago Region,17,Nelson Region,2015,480
14,Otago Region,17,Nelson Region,2016,441
14,Otago Region,17,Nelson Region,2017,480
14,Otago Region,18,Marlborough Region,2007,303
14,Otago Region,18,Marlborough Region,2008,411
14,Otago Region,18,Marlborough Region,2009,408
14,Otago Region,18,Marlborough Region,2010,351
14,Otago Region,18,Marlborough Region,2011,372
14,Otago Region,18,Marlborough Region,2012,369
14,Otago Region,18,Marlborough Region,2013,321
14,Otago Region,18,Marlborough Region,2014,372
14,Otago Region,18,Marlborough Region,2015,402
14,Otago Region,18,Marlborough Region,2016,426
14,Otago Region,18,Marlborough Region,2017,399
15,Southland Region,01,Northland Region,2007,126
15,Southland Region,01,Northland Region,2008,147
15,Southland Region,01,Northland Region,2009,156
15,Southland Region,01,Northland Region,2010,123
15,Southland Region,01,Northland Region,2011,144
15,Southland Region,01,Northland Region,2012,147
15,Southland Region,01,Northland Region,2013,153
15,Southland Region,01,Northland Region,2014,153
15,Southland Region,01,Northland Region,2015,162
15,Southland Region,01,Northland Region,2016,153
15,Southland Region,01,Northland Region,2017,177
15,Southland Region,02,Auckland Region,2007,444
15,Southland Region,02,Auckland Region,2008,528
15,Southland Region,02,Auckland Region,2009,618
15,Southland Region,02,Auckland Region,2010,687
15,Southland Region,02,Auckland Region,2011,660
15,Southland Region,02,Auckland Region,2012,702
15,Southland Region,02,Auckland Region,2013,648
15,Southland Region,02,Auckland Region,2014,717
15,Southland Region,02,Auckland Region,2015,795
15,Southland Region,02,Auckland Region,2016,801
15,Southland Region,02,Auckland Region,2017,705
15,Southland Region,03,Waikato Region,2007,336
15,Southland Region,03,Waikato Region,2008,393
15,Southland Region,03,Waikato Region,2009,426
15,Southland Region,03,Waikato Region,2010,537
15,Southland Region,03,Waikato Region,2011,435
15,Southland Region,03,Waikato Region,2012,471
15,Southland Region,03,Waikato Region,2013,438
15,Southland Region,03,Waikato Region,2014,438
15,Southland Region,03,Waikato Region,2015,498
15,Southland Region,03,Waikato Region,2016,525
15,Southland Region,03,Waikato Region,2017,489
15,Southland Region,04,Bay of Plenty Region,2007,204
15,Southland Region,04,Bay of Plenty Region,2008,273
15,Southland Region,04,Bay of Plenty Region,2009,273
15,Southland Region,04,Bay of Plenty Region,2010,300
15,Southland Region,04,Bay of Plenty Region,2011,327
15,Southland Region,04,Bay of Plenty Region,2012,300
15,Southland Region,04,Bay of Plenty Region,2013,267
15,Southland Region,04,Bay of Plenty Region,2014,294
15,Southland Region,04,Bay of Plenty Region,2015,288
15,Southland Region,04,Bay of Plenty Region,2016,336
15,Southland Region,04,Bay of Plenty Region,2017,285
15,Southland Region,05,Gisborne Region,2007,42
15,Southland Region,05,Gisborne Region,2008,45
15,Southland Region,05,Gisborne Region,2009,54
15,Southland Region,05,Gisborne Region,2010,54
15,Southland Region,05,Gisborne Region,2011,81
15,Southland Region,05,Gisborne Region,2012,63
15,Southland Region,05,Gisborne Region,2013,54
15,Southland Region,05,Gisborne Region,2014,63
15,Southland Region,05,Gisborne Region,2015,51
15,Southland Region,05,Gisborne Region,2016,78
15,Southland Region,05,Gisborne Region,2017,75
15,Southland Region,06,Hawke's Bay Region,2007,135
15,Southland Region,06,Hawke's Bay Region,2008,162
15,Southland Region,06,Hawke's Bay Region,2009,195
15,Southland Region,06,Hawke's Bay Region,2010,210
15,Southland Region,06,Hawke's Bay Region,2011,147
15,Southland Region,06,Hawke's Bay Region,2012,159
15,Southland Region,06,Hawke's Bay Region,2013,141
15,Southland Region,06,Hawke's Bay Region,2014,189
15,Southland Region,06,Hawke's Bay Region,2015,213
15,Southland Region,06,Hawke's Bay Region,2016,192
15,Southland Region,06,Hawke's Bay Region,2017,183
15,Southland Region,07,Taranaki Region,2007,99
15,Southland Region,07,Taranaki Region,2008,123
15,Southland Region,07,Taranaki Region,2009,141
15,Southland Region,07,Taranaki Region,2010,147
15,Southland Region,07,Taranaki Region,2011,108
15,Southland Region,07,Taranaki Region,2012,117
15,Southland Region,07,Taranaki Region,2013,105
15,Southland Region,07,Taranaki Region,2014,114
15,Southland Region,07,Taranaki Region,2015,123
15,Southland Region,07,Taranaki Region,2016,96
15,Southland Region,07,Taranaki Region,2017,96
15,Southland Region,08,Manawatu-Wanganui Region,2007,171
15,Southland Region,08,Manawatu-Wanganui Region,2008,228
15,Southland Region,08,Manawatu-Wanganui Region,2009,234
15,Southland Region,08,Manawatu-Wanganui Region,2010,249
15,Southland Region,08,Manawatu-Wanganui Region,2011,243
15,Southland Region,08,Manawatu-Wanganui Region,2012,249
15,Southland Region,08,Manawatu-Wanganui Region,2013,225
15,Southland Region,08,Manawatu-Wanganui Region,2014,246
15,Southland Region,08,Manawatu-Wanganui Region,2015,297
15,Southland Region,08,Manawatu-Wanganui Region,2016,309
15,Southland Region,08,Manawatu-Wanganui Region,2017,276
15,Southland Region,09,Wellington Region,2007,318
15,Southland Region,09,Wellington Region,2008,342
15,Southland Region,09,Wellington Region,2009,363
15,Southland Region,09,Wellington Region,2010,378
15,Southland Region,09,Wellington Region,2011,384
15,Southland Region,09,Wellington Region,2012,393
15,Southland Region,09,Wellington Region,2013,381
15,Southland Region,09,Wellington Region,2014,441
15,Southland Region,09,Wellington Region,2015,462
15,Southland Region,09,Wellington Region,2016,513
15,Southland Region,09,Wellington Region,2017,507
15,Southland Region,12,West Coast Region,2007,120
15,Southland Region,12,West Coast Region,2008,135
15,Southland Region,12,West Coast Region,2009,111
15,Southland Region,12,West Coast Region,2010,132
15,Southland Region,12,West Coast Region,2011,144
15,Southland Region,12,West Coast Region,2012,159
15,Southland Region,12,West Coast Region,2013,126
15,Southland Region,12,West Coast Region,2014,162
15,Southland Region,12,West Coast Region,2015,147
15,Southland Region,12,West Coast Region,2016,141
15,Southland Region,12,West Coast Region,2017,111
15,Southland Region,13,Canterbury Region,2007,1662
15,Southland Region,13,Canterbury Region,2008,2040
15,Southland Region,13,Canterbury Region,2009,2097
15,Southland Region,13,Canterbury Region,2010,2190
15,Southland Region,13,Canterbury Region,2011,2205
15,Southland Region,13,Canterbury Region,2012,2241
15,Southland Region,13,Canterbury Region,2013,2151
15,Southland Region,13,Canterbury Region,2014,2283
15,Southland Region,13,Canterbury Region,2015,2364
15,Southland Region,13,Canterbury Region,2016,2352
15,Southland Region,13,Canterbury Region,2017,2244
15,Southland Region,14,Otago Region,2007,2463
15,Southland Region,14,Otago Region,2008,2922
15,Southland Region,14,Otago Region,2009,2961
15,Southland Region,14,Otago Region,2010,3054
15,Southland Region,14,Otago Region,2011,3042
15,Southland Region,14,Otago Region,2012,2991
15,Southland Region,14,Otago Region,2013,3060
15,Southland Region,14,Otago Region,2014,3462
15,Southland Region,14,Otago Region,2015,3378
15,Southland Region,14,Otago Region,2016,3270
15,Southland Region,14,Otago Region,2017,3246
15,Southland Region,16,Tasman Region,2007,108
15,Southland Region,16,Tasman Region,2008,129
15,Southland Region,16,Tasman Region,2009,123
15,Southland Region,16,Tasman Region,2010,159
15,Southland Region,16,Tasman Region,2011,120
15,Southland Region,16,Tasman Region,2012,138
15,Southland Region,16,Tasman Region,2013,135
15,Southland Region,16,Tasman Region,2014,174
15,Southland Region,16,Tasman Region,2015,165
15,Southland Region,16,Tasman Region,2016,138
15,Southland Region,16,Tasman Region,2017,129
15,Southland Region,17,Nelson Region,2007,129
15,Southland Region,17,Nelson Region,2008,165
15,Southland Region,17,Nelson Region,2009,147
15,Southland Region,17,Nelson Region,2010,135
15,Southland Region,17,Nelson Region,2011,126
15,Southland Region,17,Nelson Region,2012,135
15,Southland Region,17,Nelson Region,2013,156
15,Southland Region,17,Nelson Region,2014,129
15,Southland Region,17,Nelson Region,2015,168
15,Southland Region,17,Nelson Region,2016,162
15,Southland Region,17,Nelson Region,2017,153
15,Southland Region,18,Marlborough Region,2007,144
15,Southland Region,18,Marlborough Region,2008,183
15,Southland Region,18,Marlborough Region,2009,156
15,Southland Region,18,Marlborough Region,2010,183
15,Southland Region,18,Marlborough Region,2011,180
15,Southland Region,18,Marlborough Region,2012,186
15,Southland Region,18,Marlborough Region,2013,168
15,Southland Region,18,Marlborough Region,2014,138
15,Southland Region,18,Marlborough Region,2015,183
15,Southland Region,18,Marlborough Region,2016,129
15,Southland Region,18,Marlborough Region,2017,177
16,Tasman Region,01,Northland Region,2007,48
16,Tasman Region,01,Northland Region,2008,69
16,Tasman Region,01,Northland Region,2009,42
16,Tasman Region,01,Northland Region,2010,48
16,Tasman Region,01,Northland Region,2011,81
16,Tasman Region,01,Northland Region,2012,63
16,Tasman Region,01,Northland Region,2013,90
16,Tasman Region,01,Northland Region,2014,99
16,Tasman Region,01,Northland Region,2015,93
16,Tasman Region,01,Northland Region,2016,108
16,Tasman Region,01,Northland Region,2017,108
16,Tasman Region,02,Auckland Region,2007,228
16,Tasman Region,02,Auckland Region,2008,249
16,Tasman Region,02,Auckland Region,2009,369
16,Tasman Region,02,Auckland Region,2010,345
16,Tasman Region,02,Auckland Region,2011,372
16,Tasman Region,02,Auckland Region,2012,381
16,Tasman Region,02,Auckland Region,2013,414
16,Tasman Region,02,Auckland Region,2014,474
16,Tasman Region,02,Auckland Region,2015,528
16,Tasman Region,02,Auckland Region,2016,546
16,Tasman Region,02,Auckland Region,2017,552
16,Tasman Region,03,Waikato Region,2007,102
16,Tasman Region,03,Waikato Region,2008,156
16,Tasman Region,03,Waikato Region,2009,156
16,Tasman Region,03,Waikato Region,2010,147
16,Tasman Region,03,Waikato Region,2011,156
16,Tasman Region,03,Waikato Region,2012,204
16,Tasman Region,03,Waikato Region,2013,189
16,Tasman Region,03,Waikato Region,2014,210
16,Tasman Region,03,Waikato Region,2015,219
16,Tasman Region,03,Waikato Region,2016,195
16,Tasman Region,03,Waikato Region,2017,219
16,Tasman Region,04,Bay of Plenty Region,2007,84
16,Tasman Region,04,Bay of Plenty Region,2008,126
16,Tasman Region,04,Bay of Plenty Region,2009,123
16,Tasman Region,04,Bay of Plenty Region,2010,108
16,Tasman Region,04,Bay of Plenty Region,2011,135
16,Tasman Region,04,Bay of Plenty Region,2012,174
16,Tasman Region,04,Bay of Plenty Region,2013,147
16,Tasman Region,04,Bay of Plenty Region,2014,204
16,Tasman Region,04,Bay of Plenty Region,2015,228
16,Tasman Region,04,Bay of Plenty Region,2016,192
16,Tasman Region,04,Bay of Plenty Region,2017,168
16,Tasman Region,05,Gisborne Region,2007,12
16,Tasman Region,05,Gisborne Region,2008,6
16,Tasman Region,05,Gisborne Region,2009,15
16,Tasman Region,05,Gisborne Region,2010,24
16,Tasman Region,05,Gisborne Region,2011,21
16,Tasman Region,05,Gisborne Region,2012,21
16,Tasman Region,05,Gisborne Region,2013,24
16,Tasman Region,05,Gisborne Region,2014,12
16,Tasman Region,05,Gisborne Region,2015,30
16,Tasman Region,05,Gisborne Region,2016,18
16,Tasman Region,05,Gisborne Region,2017,24
16,Tasman Region,06,Hawke's Bay Region,2007,60
16,Tasman Region,06,Hawke's Bay Region,2008,69
16,Tasman Region,06,Hawke's Bay Region,2009,72
16,Tasman Region,06,Hawke's Bay Region,2010,54
16,Tasman Region,06,Hawke's Bay Region,2011,81
16,Tasman Region,06,Hawke's Bay Region,2012,81
16,Tasman Region,06,Hawke's Bay Region,2013,75
16,Tasman Region,06,Hawke's Bay Region,2014,84
16,Tasman Region,06,Hawke's Bay Region,2015,102
16,Tasman Region,06,Hawke's Bay Region,2016,78
16,Tasman Region,06,Hawke's Bay Region,2017,117
16,Tasman Region,07,Taranaki Region,2007,51
16,Tasman Region,07,Taranaki Region,2008,51
16,Tasman Region,07,Taranaki Region,2009,57
16,Tasman Region,07,Taranaki Region,2010,87
16,Tasman Region,07,Taranaki Region,2011,51
16,Tasman Region,07,Taranaki Region,2012,66
16,Tasman Region,07,Taranaki Region,2013,57
16,Tasman Region,07,Taranaki Region,2014,75
16,Tasman Region,07,Taranaki Region,2015,69
16,Tasman Region,07,Taranaki Region,2016,42
16,Tasman Region,07,Taranaki Region,2017,69
16,Tasman Region,08,Manawatu-Wanganui Region,2007,87
16,Tasman Region,08,Manawatu-Wanganui Region,2008,96
16,Tasman Region,08,Manawatu-Wanganui Region,2009,141
16,Tasman Region,08,Manawatu-Wanganui Region,2010,138
16,Tasman Region,08,Manawatu-Wanganui Region,2011,123
16,Tasman Region,08,Manawatu-Wanganui Region,2012,129
16,Tasman Region,08,Manawatu-Wanganui Region,2013,138
16,Tasman Region,08,Manawatu-Wanganui Region,2014,159
16,Tasman Region,08,Manawatu-Wanganui Region,2015,159
16,Tasman Region,08,Manawatu-Wanganui Region,2016,153
16,Tasman Region,08,Manawatu-Wanganui Region,2017,174
16,Tasman Region,09,Wellington Region,2007,378
16,Tasman Region,09,Wellington Region,2008,435
16,Tasman Region,09,Wellington Region,2009,471
16,Tasman Region,09,Wellington Region,2010,507
16,Tasman Region,09,Wellington Region,2011,495
16,Tasman Region,09,Wellington Region,2012,609
16,Tasman Region,09,Wellington Region,2013,648
16,Tasman Region,09,Wellington Region,2014,684
16,Tasman Region,09,Wellington Region,2015,648
16,Tasman Region,09,Wellington Region,2016,741
16,Tasman Region,09,Wellington Region,2017,705
16,Tasman Region,12,West Coast Region,2007,174
16,Tasman Region,12,West Coast Region,2008,225
16,Tasman Region,12,West Coast Region,2009,267
16,Tasman Region,12,West Coast Region,2010,264
16,Tasman Region,12,West Coast Region,2011,246
16,Tasman Region,12,West Coast Region,2012,291
16,Tasman Region,12,West Coast Region,2013,267
16,Tasman Region,12,West Coast Region,2014,321
16,Tasman Region,12,West Coast Region,2015,279
16,Tasman Region,12,West Coast Region,2016,333
16,Tasman Region,12,West Coast Region,2017,342
16,Tasman Region,13,Canterbury Region,2007,765
16,Tasman Region,13,Canterbury Region,2008,957
16,Tasman Region,13,Canterbury Region,2009,981
16,Tasman Region,13,Canterbury Region,2010,1089
16,Tasman Region,13,Canterbury Region,2011,1158
16,Tasman Region,13,Canterbury Region,2012,1254
16,Tasman Region,13,Canterbury Region,2013,1146
16,Tasman Region,13,Canterbury Region,2014,1233
16,Tasman Region,13,Canterbury Region,2015,1434
16,Tasman Region,13,Canterbury Region,2016,1218
16,Tasman Region,13,Canterbury Region,2017,1263
16,Tasman Region,14,Otago Region,2007,243
16,Tasman Region,14,Otago Region,2008,303
16,Tasman Region,14,Otago Region,2009,291
16,Tasman Region,14,Otago Region,2010,330
16,Tasman Region,14,Otago Region,2011,360
16,Tasman Region,14,Otago Region,2012,390
16,Tasman Region,14,Otago Region,2013,375
16,Tasman Region,14,Otago Region,2014,480
16,Tasman Region,14,Otago Region,2015,507
16,Tasman Region,14,Otago Region,2016,432
16,Tasman Region,14,Otago Region,2017,450
